sequence_id	is_recombinant	breakpoint_start	breakpoint_end	p_value	methods	parent_1	parent_2
PX386743.1	true	4569	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
PX386740.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PX386739.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PX386731.1	true	4540	11558	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
PX386725.1	true	4567	11558	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
PX386724.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PX386721.1	true	4545	11558	0.000000000000	3Seq	ref_KJ439774	ref_AB677527
PX386718.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289135.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289134.1	true	4941	11477	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289133.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289132.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289131.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289130.1	true	846	4941	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PV289129.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289128.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289127.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289126.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289125.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289124.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289123.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289122.1	true	521	4789	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PV289121.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289120.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289119.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289118.1	true	846	4941	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PV289117.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289116.1	true	1083	4789	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PV289115.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289114.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289113.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289112.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289111.1	true	4805	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289110.1	true	4829	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289109.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289108.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289107.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289106.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289105.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289104.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289103.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289102.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289101.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289100.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289099.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289098.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289097.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289096.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289095.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289094.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289093.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289092.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289091.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289090.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289089.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289088.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289087.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289086.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289085.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289084.1	true	4939	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289083.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289082.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289081.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289080.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289079.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289078.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289077.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289076.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289075.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289074.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289073.1	true	4849	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289072.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289071.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289070.1	true	4938	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289069.1	true	4938	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289068.1	true	4690	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289067.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289066.1	true	4849	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289065.1	true	4789	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289064.1	true	4789	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660858.1	true	4805	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660855.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660854.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660853.1	true	490	4796	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PQ660851.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660850.1	true	4914	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660849.1	true	4917	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660846.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660845.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660844.1	true	490	4796	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PQ660843.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660842.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660841.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660838.1	true	490	4796	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PQ660836.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660835.1	true	490	4796	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PQ660834.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660833.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660832.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660831.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660829.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660828.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660827.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660826.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660825.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660824.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ660823.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289063.1	true	4789	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289062.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289061.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289060.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289059.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289058.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289057.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289056.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289055.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289054.1	true	4917	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289053.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289052.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289051.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289050.1	true	490	4919	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PV289049.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289048.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289047.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289046.1	true	4944	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289045.1	true	4750	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289044.1	true	4941	11103	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289043.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289042.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289041.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV289040.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184571.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184569.1	true	846	4941	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PV184566.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184565.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184564.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184562.1	true	846	4919	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PV184560.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184559.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184558.1	true	846	4789	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PV184557.1	true	4750	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184554.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184553.1	true	4845	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184552.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184550.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184545.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184544.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184543.1	true	1015	4919	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PV184541.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184540.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184537.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184524.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184523.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184522.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184519.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184518.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184516.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184515.1	true	930	4941	0.000000000000	3Seq	ref_JF779679	ref_AY651061
PV184514.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184512.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184510.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184507.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184505.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184495.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184494.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184493.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184491.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184490.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184489.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184488.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184487.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184483.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184476.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184475.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PV184474.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ862235.1	true	4849	11103	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ365533.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ365527.1	true	4795	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ365516.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ365510.1	true	183	4566	0.000000000000	3Seq	ref_AB677527	ref_KC248198
PQ365507.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ365503.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ365500.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ365499.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PQ365497.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PP101911.1	true	4789	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
PP101910.1	true	4789	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR498071.1	true	4573	11222	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498070.1	true	4573	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498069.1	true	491	4541	0.000000000000	3Seq	ref_AB677527	ref_KJ439773
OR498068.1	true	4541	11530	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498067.1	true	4569	11231	0.000000000000	3Seq	ref_AJ851228	ref_AB677527
OR498066.1	true	491	4537	0.000000000000	3Seq	ref_AB677527	ref_KJ439773
OR498065.1	true	4569	11242	0.000000000000	3Seq	ref_AJ851228	ref_AB677527
OR498064.1	true	4573	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498063.1	true	4573	11222	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498062.1	true	253	4422	0.000000000000	3Seq	ref_AY587845	ref_KJ439768
OR498061.1	true	4541	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498060.1	true	4537	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498059.1	true	4537	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498058.1	true	476	4678	0.000000000000	3Seq	ref_DQ364460	ref_KJ439782
OR498057.1	true	4537	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498056.1	true	4537	11543	0.000000000000	3Seq	ref_KJ439774	ref_AB677527
OR498055.1	true	4573	11222	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498054.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498053.1	true	4537	11242	0.000000000000	3Seq	ref_AJ851228	ref_AB677527
OR498052.1	true	4567	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498051.1	true	4537	11231	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498050.1	true	4569	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498049.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498048.1	true	4537	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498047.1	true	4573	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498046.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498045.1	true	4566	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498044.1	true	4566	11248	0.000000000000	3Seq	ref_KC248199	ref_AB677527
OR498043.1	true	4573	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498042.1	true	4537	11242	0.000000000000	3Seq	ref_AJ851228	ref_AB677527
OR498041.1	true	4551	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498040.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498039.1	true	4537	11237	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498038.1	true	4582	11248	0.000000000000	3Seq	ref_KC248199	ref_AB677527
OR498037.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498036.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498035.1	true	4567	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498034.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498033.1	true	491	4566	0.000000000000	3Seq	ref_AB677527	ref_KC248198
OR498032.1	true	4578	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498031.1	true	4678	11542	0.000000000000	3Seq	ref_KJ439773	ref_DQ364460
OR498030.1	true	253	4419	0.000000000000	3Seq	ref_AY587845	ref_KJ439768
OR498029.1	true	4537	11543	0.000000000000	3Seq	ref_KJ439774	ref_AB677527
OR498028.1	true	4567	11248	0.000000000000	3Seq	ref_KC248199	ref_AB677527
OR498027.1	true	4567	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498026.1	true	4541	11530	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498025.1	true	4537	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498024.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498023.1	true	4585	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498022.1	true	4596	11234	0.000000000000	3Seq	ref_KC248198	ref_AB677530
OR498021.1	true	4537	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498020.1	true	4573	11248	0.000000000000	3Seq	ref_KC248199	ref_AB677527
OR498019.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498018.1	true	4693	11546	0.000000000000	3Seq	ref_KC248198	ref_DQ364460
OR498017.1	true	4540	11231	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498016.1	true	4540	11231	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498015.1	true	4563	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498014.1	true	4537	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498013.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498012.1	true	4566	11222	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498011.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498010.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498009.1	true	4563	11222	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498008.1	true	4576	11242	0.000000000000	3Seq	ref_AJ851228	ref_AB677527
OR498007.1	true	4537	11543	0.000000000000	3Seq	ref_KJ439774	ref_AB677527
OR498006.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498005.1	true	4567	11248	0.000000000000	3Seq	ref_KC248199	ref_AB677527
OR498004.1	true	4578	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498003.1	true	4537	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR498002.1	true	4537	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR498001.1	true	4566	11222	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR498000.1	true	4686	11534	0.000000000000	3Seq	ref_KJ439777	ref_DQ364460
OR497999.1	true	4537	11231	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR497998.1	true	4573	11222	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR497997.1	true	4644	11534	0.000000000000	3Seq	ref_KJ439777	ref_DQ364460
OR497996.1	true	4567	11248	0.000000000000	3Seq	ref_KC248199	ref_AB677527
OR497995.1	true	4580	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR497994.1	true	4580	11538	0.000000000000	3Seq	ref_KJ439773	ref_AB677527
OR497993.1	true	4536	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR497992.1	true	4566	11222	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR497991.1	true	4540	11245	0.000000000000	3Seq	ref_KJ439777	ref_AB677527
OR497990.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR497989.1	true	4566	11248	0.000000000000	3Seq	ref_KC248198	ref_AB677527
OR497954.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497953.1	true	4917	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497952.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497951.1	true	4789	11103	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497950.1	true	4750	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497949.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497948.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497947.1	true	4919	11477	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497946.1	true	4849	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497945.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497944.1	true	4759	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497943.1	true	4884	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497942.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497941.1	true	4919	11477	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OM513953.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OM513952.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OM513940.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OM513939.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR860301.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR860300.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497940.1	true	4789	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497939.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497938.1	true	4917	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497937.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497936.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497935.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497934.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497933.1	true	4885	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497932.1	true	4794	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497931.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497930.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497929.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497928.1	true	4919	11477	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497927.1	true	4885	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497926.1	true	4941	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497925.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497924.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497923.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497922.1	true	4919	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497921.1	true	4845	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497920.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497919.1	true	4750	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497918.1	true	4941	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497917.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497916.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497915.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497914.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497913.1	true	4796	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497912.1	true	4833	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497911.1	true	4750	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497910.1	true	4919	11478	0.000000000000	3Seq	ref_AY651061	ref_JF779679
OR497909.1	true	4917	11125	0.000000000000	3Seq	ref_AY651061	ref_JF779679
