accession_id	length	is_complete	is_annotated	isolate_collection_date	location	region	submitter_country	release_date	update_date
OM513941.1	9456.0		True	2018-02-06	India	Asia	India	2024-03-09T00:00:00Z	2024-03-09T00:00:00Z
OM513940.1	9646.0		True	2017-09-16	India	Asia	India	2024-03-09T00:00:00Z	2024-03-09T00:00:00Z
OM513939.1	9646.0		True	2017-11-06	India	Asia	India	2024-03-09T00:00:00Z	2024-03-09T00:00:00Z
OM513938.1	9456.0		True	2017-07-15	India	Asia	India	2024-03-09T00:00:00Z	2024-03-09T00:00:00Z
OM513937.1	9456.0		True	2017-03-25	India	Asia	India	2024-03-09T00:00:00Z	2024-03-09T00:00:00Z
OM513936.1	9456.0		True	2017-05-08	India	Asia	India	2024-03-09T00:00:00Z	2024-03-09T00:00:00Z
OM513935.1	9456.0		True	2017-07-15	India	Asia	India	2024-03-09T00:00:00Z	2024-03-09T00:00:00Z
OM513934.1	9456.0		True	2017-06-01	India	Asia	India	2024-03-09T00:00:00Z	2024-03-09T00:00:00Z
OR860301.1	9265.0		True	2018-07-13	Mexico	North America	Mexico	2023-12-06T00:00:00Z	2023-12-06T00:00:00Z
OR860300.1	9252.0		True	2015-05-15	Mexico	North America	Mexico	2023-12-06T00:00:00Z	2023-12-06T00:00:00Z
OR594285.1	9378.0		True	2022	Saudi Arabia	Asia	United Kingdom	2023-10-23T00:00:00Z	2023-10-23T00:00:00Z
OR497940.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497939.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497938.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497937.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497936.1	9036.0		True	2017	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497935.1	9036.0		True	2016	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497934.1	9036.0		True	2016	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497933.1	9036.0		True	2016	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497932.1	9036.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497931.1	9036.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497930.1	9036.0		True	2014	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497929.1	9036.0		True	2012	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497928.1	9036.0		True	2011	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497927.1	9036.0		True	2016	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497926.1	9036.0		True	2016	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497925.1	9036.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497924.1	9036.0		True	2014	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497923.1	9036.0		True	2014	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497922.1	9048.0		True	2014	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497921.1	9036.0		True	2017	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497920.1	9039.0		True	2017	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497919.1	9036.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497918.1	9036.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497917.1	9036.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497916.1	9036.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497915.1	9036.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497914.1	9036.0		True	2014	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497913.1	9036.0		True	2014	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497912.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497911.1	9036.0		True	2012	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497910.1	9036.0		True	2011	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497909.1	9036.0		True	2011	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497908.1	9042.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497907.1	9051.0		True	2014	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497906.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497905.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497904.1	9036.0		True	2012	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497903.1	9036.0		True	2011	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497902.1	9045.0		True	2010	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497901.1	9051.0		True	2010	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497900.1	8965.0		True	2009	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497899.1	9036.0		True	2009	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497898.1	9036.0		True	2009	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497897.1	9036.0		True	2009	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497896.1	9036.0		True	2009	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497895.1	9036.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497894.1	9036.0		True	2014	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497893.1	9036.0		True	2014	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497892.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497891.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497890.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497889.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497888.1	9039.0		True	2012	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497887.1	9036.0		True	2011	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497886.1	9042.0		True	2011	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497885.1	9036.0		True	2010	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497884.1	9036.0		True	2010	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497883.1	9036.0		True	2009	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497882.1	9036.0		True	2009	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497881.1	9036.0		True	2009	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497880.1	9036.0		True	2009	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497879.1	9036.0		True	2008	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497878.1	9036.0		True	2008	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497877.1	9036.0		True	2008	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497876.1	9048.0		True	2006	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497875.1	8980.0		True	2012	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497874.1	9022.0		True	2008	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497873.1	9048.0		True	2010	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497872.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497871.1	9039.0		True	2016	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497870.1	9042.0		True	2017	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497869.1	9021.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497868.1	9024.0		True	2017	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497867.1	9021.0		True	2017	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497866.1	9021.0		True	2014	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497865.1	9021.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497864.1	9021.0		True	2012	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497863.1	9021.0		True	2011	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497862.1	9021.0		True	2010	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497861.1	9021.0		True	2010	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497860.1	9021.0		True	2008	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497859.1	9042.0		True	2017	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497858.1	9024.0		True	2011	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497857.1	9021.0		True	2018	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497856.1	9021.0		True	2017	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497855.1	9021.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497854.1	9021.0		True	2011	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497853.1	9021.0		True	2011	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497852.1	9033.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497851.1	9036.0		True	2015	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497850.1	9060.0		True	2016	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OR497849.1	9036.0		True	2013	Belgium	Europe	Belgium	2023-12-18T00:00:00Z	2023-12-18T00:00:00Z
OQ873161.1	9620.0		True	2013	Denmark	Europe	Denmark	2023-11-16T00:00:00Z	2023-11-16T00:00:00Z
OQ873160.1	9602.0		True	2020	Denmark	Europe	Denmark	2023-11-16T00:00:00Z	2023-11-16T00:00:00Z
OQ873159.1	9622.0		True	2017	Denmark	Europe	Denmark	2023-11-16T00:00:00Z	2023-11-16T00:00:00Z
ON630900.1	9134.0		True	2018-11-29	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630899.1	9134.0		True	2019-03-27	Netherlands	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630898.1	9134.0		True	2019-09-30	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630897.1	9134.0		True	2018-01-15	Australia	Oceania	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630896.1	9134.0		True	2019-04-26	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630895.1	9134.0		True	2019-02-05	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630894.1	9134.0		True	2018-10-30	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630893.1	9134.0		True	2019-04-15	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630892.1	9134.0		True	2018-04-04	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630891.1	9134.0		True	2019-06-11	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630890.1	9134.0		True	2019-05-29	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630889.1	9134.0		True	2019-04-09	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630888.1	9134.0		True	2018-11-08	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630887.1	9134.0		True	2018-04-11	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630886.1	9133.0		True	2017-12-05	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630885.1	9134.0		True	2017-11-23	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630884.1	9134.0		True	2017-09-20	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630883.1	9134.0		True	2017-07-24	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630882.1	9134.0		True	2019-01-28	United Kingdom	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630881.1	9134.0		True	2018-08-20	United Kingdom	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630880.1	9134.0		True	2018-05-25	United Kingdom	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630879.1	9134.0		True	2018-04-25	United Kingdom	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630878.1	9134.0		True	2018-02-23	Canada	North America	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630877.1	9134.0		True	2018-01-08	Canada	North America	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630876.1	9134.0		True	2017-11-02	Canada	North America	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630875.1	9134.0		True	2019-05-09	Canada	North America	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630874.1	9134.0		True	2018-11-27	Netherlands	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630873.1	9134.0		True	2017-11-01	Netherlands	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630872.1	9134.0		True	2017-09-19	United Kingdom	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630871.1	9134.0		True	2017-08-17	United Kingdom	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630870.1	9134.0		True	2017-06-29	United Kingdom	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630869.1	9158.0		True	2018-08-02	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630868.1	9158.0		True	2019-03-18	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630867.1	9158.0		True	2019-05-20	Netherlands	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630866.1	9158.0		True	2018-07-25	Netherlands	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630865.1	9158.0		True	2019-05-16	Germany	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630864.1	9158.0		True	2018-05-15	Netherlands	Europe	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
ON630863.1	9158.0		True	2019-03-22	USA	North America	Netherlands	2023-06-21T00:00:00Z	2023-06-21T00:00:00Z
OM525910.1	9102.0		True	2019-09-03	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525909.1	9033.0		True	2019-09-03	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525908.1	9102.0		True	2019-09-03	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525907.1	9102.0		True	2019-09-03	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525906.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525905.1	9102.0		True	2019-09-03	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525904.1	9102.0		True	2019-09-03	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525903.1	9102.0		True	2019-09-03	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525902.1	9033.0		True	2019-09-03	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525901.1	9114.0		True	2019-08-30	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525900.1	9102.0		True	2019-08-30	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525899.1	9102.0		True	2019-08-30	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525898.1	9102.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525897.1	9027.0		True	2019-08-30	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525896.1	9039.0		True	2019-08-30	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525895.1	9009.0		True	2019-08-30	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525894.1	9036.0		True	2019-08-30	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525893.1	9105.0		True	2019-08-30	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525892.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525891.1	9036.0		True	2019-08-28	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525890.1	9102.0		True	2019-08-20	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525889.1	9033.0		True	2019-08-20	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525888.1	9033.0		True	2019-08-20	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525887.1	9102.0		True	2019-08-20	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525886.1	9102.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525885.1	9102.0		True	2019-08-16	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525884.1	9102.0		True	2019-08-16	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525883.1	9036.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525882.1	9033.0		True	2019-08-16	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525881.1	9102.0		True	2019-08-16	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525880.1	9102.0		True	2019-08-16	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525879.1	9105.0		True	2019-08-16	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525878.1	9102.0		True	2019-08-16	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525877.1	9102.0		True	2019-08-13	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525876.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525875.1	9033.0		True	2019-08-13	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525874.1	9102.0		True	2019-08-13	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525873.1	9033.0		True	2019-08-13	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525872.1	9033.0		True	2019-08-13	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525871.1	9033.0		True	2019-08-13	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525870.1	9102.0		True	2019-08-13	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525869.1	9033.0		True	2019-08-13	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525868.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525867.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525866.1	9036.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525865.1	9036.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525864.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525863.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525862.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525861.1	9102.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525860.1	9102.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525859.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525858.1	9102.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525857.1	9102.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525856.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525855.1	9102.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
OM525854.1	9033.0		True	2019-08-09	Benin	Africa	Uganda	2023-08-05T00:00:00Z	2023-08-05T00:00:00Z
LC773640.1	9268.0		True	2016-07	Gabon:Lambarene	Africa	Japan	2023-07-15T00:00:00Z	2023-07-15T00:00:00Z
LC773639.1	9294.0		True	2016-07	Gabon:Lambarene	Africa	Japan	2023-07-15T00:00:00Z	2023-07-15T00:00:00Z
LC773638.1	9275.0		True	2016-10	Gabon:Lambarene	Africa	Japan	2023-07-15T00:00:00Z	2023-07-15T00:00:00Z
LC773637.1	9244.0		True	2017-05	Gabon:Lambarene	Africa	Japan	2023-07-15T00:00:00Z	2023-07-15T00:00:00Z
FN666429.1	9398.0		True	2001	Spain:Barcelona	Europe	Spain	2011-01-10T00:00:00Z	2023-07-14T00:00:00Z
FN666428.2	9566.0		True	2002	Spain:Barcelona	Europe	Spain	2011-01-10T00:00:00Z	2023-07-14T00:00:00Z
OQ979445.1	8711.0			2020-08-19	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979444.1	8967.0			2020-08-10	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979443.1	8885.0			2020-08-07	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979441.1	8354.0			2020-07-15	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979438.1	8347.0			2020-07-16	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979437.1	8810.0			2020-09-03	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979436.1	8327.0			2020-06-22	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979435.1	8796.0			2020-08-21	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979433.1	9044.0			2020-08-12	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979432.1	8424.0			2020-07-31	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979431.1	8797.0			2020-07-29	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979430.1	8326.0			2020-07-23	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
OQ979429.1	8482.0			2020-07-23	Ukraine: Odesa	Europe	United Kingdom	2023-06-18T00:00:00Z	2023-06-18T00:00:00Z
