sequence_id	is_recombinant	breakpoint_start	breakpoint_end	p_value	methods	parent_1	parent_2
KU176129.1	true	8250	10174	0.000000076701	3Seq	ref_KJ496143	ref_KJ013415
KT633715.1	true	7886	8421	0.000000034183	3Seq	ref_AB248521	ref_DQ450072
KT591534.1	false	0	0				
KT591533.1	true	103	8206	0.000000416130	3Seq	ref_KJ013415	ref_KJ496143
KT591532.1	true	100	8206	0.000000367202	3Seq	ref_KJ013415	ref_KJ496143
KT447528.1	true	7774	8385	0.000000000118	3Seq	ref_EU723513	ref_DQ450072
KT447527.1	false	0	0				
KT447526.1	true	7774	8385	0.000000000442	3Seq	ref_EU723513	ref_DQ450072
KT159771.1	false	0	0				
KP698919.1	true	44	8436	0.000000013975	3Seq	ref_KJ013415	ref_KJ496143
KP294371.1	true	7921	8354	0.000000001116	3Seq	ref_AB248521	ref_DQ450072
KJ873911.1	false	0	0				
KJ013415.1	false	0	0				
KJ013414.1	false	0	0				
KF303502.2	true	7897	8361	0.000000031199	3Seq	ref_KJ873911	ref_DQ450072
KC618402.1	true	8250	10174	0.000000030458	3Seq	ref_KJ496143	ref_KJ013415
KC166971.1	false	0	0				
KC166970.1	false	0	0				
KC166969.1	false	0	0				
KC166968.1	false	0	0				
KC166967.1	false	0	0				
JX121233.1	true	72	8259	0.000000000000	3Seq	ref_KJ013415	ref_FJ906895
JX109834.1	true	72	8259	0.000000000000	3Seq	ref_KJ013415	ref_FJ906895
HM055578.1	true	56	8250	0.000000003834	3Seq	ref_KJ013415	ref_KJ496143
JX565469.1	true	28	8239	0.000000000000	3Seq	ref_KJ013415	ref_JQ013791
JQ953666.1	false	0	0				
JQ953665.1	false	0	0				
JQ953664.1	false	0	0				
JQ679014.1	true	7925	8333	0.000000022813	3Seq	ref_KJ873911	ref_DQ450072
JQ679013.1	true	7925	8333	0.000000026201	3Seq	ref_KJ873911	ref_DQ450072
JQ026407.1	true	44	8206	0.000000003525	3Seq	ref_KJ013415	ref_KJ496143
JQ013795.1	false	0	0				
JQ013794.1	true	7814	8325	0.000000158358	3Seq	ref_EU723513	ref_DQ450072
JQ013793.1	true	44	8142	0.000000000000	3Seq	ref_KJ013415	ref_JQ953664
JQ013792.1	true	28	8494	0.000000000000	3Seq	ref_KJ013415	ref_AP003430
JQ013791.1	true	28	8393	0.000000000001	3Seq	ref_KJ013415	ref_AP003430
JN906976.1	false	0	0				
JN906975.1	false	0	0				
JN906974.1	false	0	0				
JN837481.1	true	7859	8358	0.000000000034	3Seq	ref_EU723513	ref_DQ450072
JN564006.1	true	7925	8333	0.000000030068	3Seq	ref_KJ873911	ref_DQ450072
HQ709170.1	true	7925	8333	0.000000028060	3Seq	ref_KJ873911	ref_DQ450072
HQ389544.1	true	7925	8333	0.000000020532	3Seq	ref_KJ873911	ref_DQ450072
HQ389543.1	true	7925	8333	0.000000006956	3Seq	ref_KJ873911	ref_DQ450072
GU937805.1	true	72	8259	0.000000000000	3Seq	ref_KJ013415	ref_FJ906895
FJ956757.1	false	0	0				
FJ705359.1	true	7817	8618	0.000000259629	3Seq	ref_FJ906895	ref_DQ450072
FJ653660.1	false	0	0				
FJ527832.2	true	7878	8358	0.000000000001	3Seq	ref_EU723513	ref_DQ450072
PQ206573.1	false	0	0				
PQ206572.1	false	0	0				
PQ206571.1	false	0	0				
PQ206570.1	false	0	0				
PQ206569.1	true	35	6695	0.000001525255	3Seq	ref_KJ013415	ref_AB856243
PQ206568.1	false	0	0				
PP475173.1	true	36	6602	0.000000486289	3Seq	ref_KJ013415	ref_AB856243
MK330953.1	false	0	0				
MF567575.1	false	0	0				
KY929404.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KY929403.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KU356189.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KU356188.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KU356187.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KU356186.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KU356185.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KU356184.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KU356183.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KU356182.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KR872417.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KR872416.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KR872415.1	true	2018	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KR872414.1	true	1964	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KF736234.1	true	1964	2826	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
KC692453.1	false	0	0				
KC492825.1	false	0	0				
KC163335.1	true	36	6695	0.000000055467	3Seq	ref_KJ013415	ref_AB856243
JF915746.1	true	4995	5442	0.000000000000	3Seq	ref_DQ450072	ref_GU119961
JQ993308.1	true	4995	5479	0.000000000000	3Seq	ref_DQ450072	ref_GU119961
JQ740781.1	true	2063	2805	0.000000000000	3Seq	ref_AB074915	ref_DQ450072
HM439284.1	true	1771	2552	0.000000000000	3Seq	ref_DQ450072	ref_DQ279091
HM152568.1	true	36	6696	0.000001763119	3Seq	ref_KJ013415	ref_AB856243
GU206559.1	false	0	0				
PX597112.1	false	0	0				
PX597111.1	false	0	0				
PX597110.1	false	0	0				
PX597109.1	false	0	0				
PQ160058.1	true	6136	6333	0.000002070175	3Seq	ref_FJ457024	ref_AB369688
PQ160057.1	false	0	0				
PQ160056.1	false	0	0				
PQ160055.1	true	6136	6333	0.000001707978	3Seq	ref_FJ457024	ref_AB369688
PQ160054.1	false	0	0				
PQ160053.1	true	6136	6333	0.000001840019	3Seq	ref_FJ457024	ref_AB369688
PQ160052.1	true	6136	6333	0.000000550974	3Seq	ref_FJ457024	ref_AB369688
PQ160051.1	true	6136	6333	0.000002041818	3Seq	ref_FJ457024	ref_AB369688
PQ160050.1	true	6136	6333	0.000002107140	3Seq	ref_FJ457024	ref_AB369688
PQ160049.1	true	6136	6333	0.000002094844	3Seq	ref_FJ457024	ref_AB369688
PQ160048.1	true	6136	6333	0.000000668292	3Seq	ref_FJ457024	ref_AB369688
PQ160047.1	true	6136	6333	0.000002006760	3Seq	ref_FJ457024	ref_AB369688
PQ160046.1	true	6136	6333	0.000002034647	3Seq	ref_FJ457024	ref_AB369688
PQ160045.1	true	6136	6333	0.000002034647	3Seq	ref_FJ457024	ref_AB369688
PP291578.1	false	0	0				
PP291577.1	false	0	0				
MN401238.1	false	0	0				
MH504163.1	false	0	0				
MH504162.1	true	1371	3276	0.000000195855	3Seq	ref_FJ457024	ref_M73218
MH504161.1	false	0	0				
MH504159.1	false	0	0				
MH504158.1	false	0	0				
MH504157.1	false	0	0				
MH504156.1	false	0	0				
MH504155.1	false	0	0				
MH504154.1	true	328	2787	0.000000045244	3Seq	ref_FJ457024	ref_JF443721
KY436507.1	false	0	0				
KY436506.1	false	0	0				
KY436505.1	false	0	0				
JF443726.1	true	1371	3276	0.000002004426	3Seq	ref_FJ457024	ref_M73218
JF443725.1	true	1198	2787	0.000000000001	3Seq	ref_FJ457024	ref_JF443721
JF443724.1	true	1159	2316	0.000000522580	3Seq	ref_FJ457024	ref_JF443721
JF443723.1	false	0	0				
JF443722.1	false	0	0				
JF443721.1	false	0	0				
JF443720.1	true	1219	3239	0.000000000019	3Seq	ref_M73218	ref_FJ457024
JF443719.1	true	1250	3239	0.000000015926	3Seq	ref_M73218	ref_FJ457024
JF443718.1	true	1250	3239	0.000001709539	3Seq	ref_M73218	ref_FJ457024
JF443717.1	false	0	0				
FJ457024.1	false	0	0				
DQ459342.1	true	1250	2126	0.000001815835	3Seq	ref_M73218	ref_FJ457024
PQ160068.1	false	0	0				
PP271983.1	false	0	0				
PP271982.1	true	235	1003	0.000026514942	3Seq	ref_M73218	ref_AB856243
MH809516.1	false	0	0				
